ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Time_taken(min),Distance_bet_rest_delivery_km,order_Drinks ,order_Meal ,order_Snack ,vehicle_electric_scooter ,vehicle_motorcycle ,vehicle_scooter 
33EA,SURRES18DEL01,36,4.5,15,1.5180971067313231,True,False,False,False,False,True
8822,CHENRES010DEL02,24,4.5,26,12.393068064322298,False,False,False,False,False,True
BB0,MUMRES16DEL03,31,4.8,35,4.581418791919324,True,False,False,False,False,True
7ADE,INDORES15DEL02,36,4.8,28,7.551093149239608,False,True,False,False,False,True
2771,BANGRES11DEL03,22,4.6,29,13.945629461520332,False,False,False,False,True,False
6D7F,MYSRES010DEL03,30,3.2,31,13.961679428629164,True,False,False,False,True,False
3BB5,SURRES19DEL02,37,4.7,20,12.143472113202598,False,True,False,False,True,False
39F0,MUMRES20DEL01,21,4.8,10,1.5272542689629798,True,False,False,False,True,False
6F0B,MUMRES09DEL03,31,4.9,28,13.747942635381355,True,False,False,False,False,True
6D91,INDORES02DEL01,23,4.8,24,6.043128678662422,True,False,False,False,True,False
D866,KOLRES05DEL01,26,4.7,28,6.0455852999418855,False,True,False,False,False,True
6DB4,PUNERES09DEL03,21,4.7,20,13.765276602164576,False,False,True,False,True,False
1271,PUNERES01DEL02,29,4.7,29,19.880325485248004,False,False,False,False,True,False
8703,CHENRES010DEL02,31,4.8,53,20.13775691483711,True,False,False,False,True,False
C5B4,ALHRES07DEL01,34,4.2,32,16.455705057455766,False,False,False,False,True,False
5171,RANCHIRES14DEL01,39,4.9,45,10.983241696284244,False,False,True,False,True,False
5218,BANGRES02DEL02,20,4.7,14,20.141520381959786,True,False,False,False,False,True
6317,SURRES11DEL03,20,4.9,21,4.554040081615242,False,True,False,False,False,True
44C1,MUMRES07DEL03,24,4.7,24,4.581785718136915,False,True,False,False,False,True
7E3A,MYSRES01DEL03,35,4.5,15,13.961938640578527,False,False,False,False,False,True
202E,VADRES04DEL01,36,4.8,18,1.5690347154047224,True,False,False,False,True,False
4215,JAPRES08DEL02,26,5.0,14,11.902924672837507,False,True,False,False,True,False
818D,RANCHIRES12DEL02,33,4.9,25,7.845173108613388,False,True,False,False,True,False
4AC9,JAPRES17DEL03,35,4.2,33,13.391457989568279,False,False,True,False,False,True
5.8E+06,CHENRES20DEL01,22,4.9,15,1.5495096221395899,True,False,False,False,True,False
2B3D,RANCHIRES09DEL02,21,4.7,15,19.59144201621132,False,False,False,False,False,True
19F2,PUNERES16DEL01,23,4.8,18,1.5297939730751242,True,False,False,False,False,True
E9F,PUNERES14DEL02,25,5.0,31,12.236645300484978,False,False,True,False,True,False
577D,INDORES06DEL03,21,5.0,41,13.592501394228012,True,False,False,False,True,False
2.1E+06,HYDRES06DEL02,36,4.9,29,7.669668928940159,True,False,False,False,False,True
86DC,SURRES19DEL02,38,4.5,22,19.73161759397837,False,False,True,False,False,True
AD29,BANGRES11DEL03,34,4.8,12,9.297354296194783,False,False,False,False,False,True
8E+25,JAPRES010DEL01,21,4.7,15,5.951665577584371,True,False,False,False,True,False
9F60,COIMBRES14DEL01,35,4.6,18,10.884116727934263,False,False,True,False,False,True
D57F,DEHRES05DEL03,38,4.7,44,13.204526590210392,False,True,False,False,True,False
D294,LUDHRES18DEL02,22,4.6,13,11.710129499764856,False,True,False,False,True,False
A1D8,JAPRES05DEL01,33,4.7,24,1.4880947062703014,True,False,False,False,True,False
6974,CHENRES010DEL01,22,4.7,10,6.196774380643406,False,False,True,False,True,False
C61B,AURGRES01DEL03,36,4.7,41,9.142696223491393,True,False,False,False,True,False
12A4,HYDRES01DEL02,32,4.1,34,7.670564060247191,False,True,False,False,True,False
CD9B,BHPRES18DEL01,25,5.0,20,6.031423894706261,False,True,False,True,False,False
DA12,KOLRES07DEL01,32,4.9,20,6.045203697781644,False,False,True,False,True,False
D7F6,GOARES18DEL01,35,5.0,27,1.5413266047243896,False,False,True,False,True,False
D055,DEHRES16DEL02,38,4.6,49,7.33661765724356,False,True,False,False,True,False
B577,MUMRES06DEL03,26,4.6,24,4.582241705523986,False,False,True,False,False,True
8112,INDORES18DEL03,33,4.9,43,13.591348775490044,True,False,False,False,False,True
C8BD,KOCRES09DEL03,33,4.4,43,14.015622658003666,False,False,False,False,True,False
3704,JAPRES07DEL02,39,4.9,18,2.977717993714077,False,True,False,False,True,False
3663,BANGRES07DEL02,20,4.9,16,7.747213511669852,False,False,True,False,False,True
A141,JAPRES05DEL01,38,4.6,26,5.952035110828275,True,False,False,False,True,False
66ED,BANGRES16DEL01,20,4.9,11,1.5493509707072781,False,False,False,False,True,False
B2AC,MYSRES18DEL02,24,5.0,11,12.410115517669745,False,False,False,False,False,True
C6EE,AURGRES13DEL01,38,4.8,54,16.760192500320244,False,True,False,False,True,False
F05,VADRES02DEL02,30,4.2,32,3.1380694073889375,True,False,False,False,True,False
17F1,COIMBRES05DEL02,26,4.3,37,3.1097808850159536,False,True,False,False,True,False
61C9,CHENRES05DEL03,21,4.8,28,9.295128065715456,False,False,True,False,True,False
C757,AGRRES17DEL03,38,4.8,46,13.377714185270579,False,False,False,False,True,False
61D9,BANGRES15DEL01,33,4.5,30,1.5495114643800798,False,False,True,False,False,True
8294,CHENRES04DEL01,28,4.9,15,17.041193611787897,False,False,False,True,False,False
3FC0,VADRES03DEL03,32,4.7,29,9.074224662550684,True,False,False,False,True,False
8F10,CHENRES13DEL02,30,4.7,23,3.098685081097561,False,True,False,False,True,False
1800,MYSRES02DEL01,33,5.0,27,10.85961357947744,True,False,False,False,False,True
7DC9,CHENRES05DEL03,33,4.6,29,4.647699043596936,False,False,False,False,True,False
9DC4,MUMRES14DEL03,34,4.9,25,4.580632424766457,False,False,False,False,False,True
AD1E,SURRES12DEL01,37,4.2,32,10.624594799022988,False,False,True,False,True,False
7BB,HYDRES20DEL01,36,4.8,34,6.135383422532994,False,False,True,True,False,False
CB10,DEHRES06DEL02,33,4.8,44,11.736890318323121,False,False,True,True,False,False
30CE,MUMRES010DEL03,24,4.4,37,13.747579866602594,False,False,False,False,False,True
1C72,BANGRES04DEL02,23,4.9,21,12.395136598591078,False,False,False,False,True,False
3E3B,HYDRES12DEL03,38,4.9,28,4.60222989483327,True,False,False,False,True,False
55C7,CHENRES05DEL03,20,4.9,29,9.295128065715456,False,False,False,False,True,False
CE1,RANCHIRES13DEL02,29,4.6,21,12.05631692879874,True,False,False,False,True,False
6ABA,MYSRES06DEL02,39,4.9,39,12.410432318250365,False,False,False,False,True,False
C26D,KOLRES20DEL03,21,4.9,11,4.534467305619651,False,True,False,False,False,True
7E9C,VADRES08DEL03,22,4.9,24,4.707104052532131,False,False,False,False,False,True
BBD 8.00,PUNERES04DEL01,39,4.7,29,6.11868873655339,False,False,True,False,True,False
CF28,LUDHRES08DEL03,27,4.6,17,8.782604765940716,False,False,True,False,True,False
898A,MUMRES08DEL03,38,4.7,16,4.582113704313201,False,False,True,False,True,False
5F5A,COIMBRES18DEL01,23,4.7,22,17.102566789919507,False,True,False,False,True,False
988,CHENRES08DEL01,35,4.4,30,1.549371295243629,False,False,True,False,True,False
8288,RANCHIRES15DEL01,20,4.5,23,10.549643455118284,False,False,True,False,False,True
A22B,SURRES20DEL01,22,4.9,16,10.625600819309252,False,True,False,False,True,False
A07D,MYSRES07DEL02,23,4.9,13,12.410398980987171,True,False,False,False,False,True
C190,GOARES03DEL03,25,4.6,19,4.62301724595741,True,False,False,False,True,False
347B,RANCHIRES03DEL01,34,4.1,38,6.276138627413788,True,False,False,False,True,False
56BA,JAPRES02DEL03,30,4.8,38,20.827394763385854,False,True,False,False,False,True
C87E,GOARES07DEL03,21,4.9,10,9.246003132934373,False,True,False,False,True,False
A1FF,SURRES010DEL02,37,5.0,29,7.589520689727503,True,False,False,False,True,False
4636,PUNERES19DEL02,25,4.8,12,3.059094162826021,False,False,True,False,False,True
167C,COIMBRES02DEL02,28,4.9,26,12.438505230257075,False,False,True,False,False,True
4B22,MUMRES12DEL01,24,4.5,13,1.526809186076802,False,False,False,False,False,True
3718,JAPRES010DEL03,24,4.9,14,4.463835175285589,False,False,True,False,True,False
41CD,PUNERES04DEL03,21,4.0,35,13.76611370410258,False,True,False,False,True,False
4E+34,HYDRES17DEL03,26,5.0,21,4.601965759352708,False,False,False,False,True,False
8F4B,MUMRES14DEL02,27,4.9,20,7.634172816143166,False,False,False,False,True,False
2492,INDORES09DEL01,27,4.9,21,16.612635818204165,False,False,False,False,True,False
7480,HYDRES03DEL02,28,5.0,16,3.0682457244058714,False,False,False,False,False,True
FEA,CHENRES18DEL01,29,5.0,18,1.5494928952782654,False,True,False,False,False,True
81E,RANCHIRES15DEL01,29,4.6,17,10.549643455118284,False,False,False,False,True,False
67C5,JAPRES18DEL03,31,4.9,28,20.827407215134496,False,True,False,False,True,False
AFF2,INDORES17DEL01,21,4.6,20,10.571070841304481,False,False,True,False,False,True
A44D,HYDRES17DEL01,23,4.8,25,6.135875610009266,False,False,True,False,True,False
1A09,VADRES17DEL03,34,4.0,31,9.414207472710387,False,False,False,False,False,True
F95,MUMRES12DEL03,39,4.6,28,13.739735417762162,False,False,True,False,True,False
CCE3,DEHRES01DEL03,25,4.9,30,14.121309628180253,False,False,False,False,True,False
2EFF,JAPRES17DEL03,35,4.9,29,20.829147892091495,False,True,False,False,False,True
6F92,HYDRES02DEL02,34,4.8,18,3.0683280907462342,False,False,True,False,False,True
2144,PUNERES11DEL02,35,4.8,17,3.059264618989205,True,False,False,False,True,False
D48E,ALHRES19DEL02,35,4.7,27,7.480484484065083,True,False,False,False,True,False
5EDA,VADRES14DEL01,36,4.9,23,6.049844084741427,False,False,False,False,True,False
7A9,VADRES11DEL01,38,4.8,49,16.635370337610752,True,False,False,False,True,False
9D12,MYSRES05DEL03,30,4.9,42,13.96160875013975,True,False,False,False,True,False
AE9A,VADRES05DEL03,25,4.6,24,4.537472452712269,True,False,False,False,True,False
BE86,CHENRES16DEL01,31,4.4,31,6.196979616064036,False,True,False,True,False,False
1511,PUNERES12DEL01,22,4.2,33,16.824526128937705,False,False,False,False,True,False
C268,ALHRES08DEL02,24,4.5,25,2.9924325176940294,True,False,False,False,True,False
7785,SURRES20DEL03,24,5.0,14,13.661064865061226,False,True,False,False,False,True
BBB2,COIMBRES12DEL01,29,4.9,24,17.103132401332328,False,True,False,False,True,False
DC60,AGRRES11DEL03,26,4.7,16,20.807305436498226,False,False,False,True,False,False
8551,COIMBRES04DEL01,21,4.8,28,1.5548963739937318,False,False,True,False,False,True
1A5D,COIMBRES19DEL02,37,4.4,20,7.774259486970199,False,True,False,False,True,False
64B1,RANCHIRES03DEL01,32,4.9,24,10.983241696284244,False,False,False,False,True,False
6B2A,MUMRES19DEL03,33,4.6,44,13.742674023125575,True,False,False,False,True,False
787F,SURRES06DEL02,29,4.6,30,19.729460138980883,True,False,False,False,True,False
2E4F,RANCHIRES15DEL02,34,3.5,44,19.59020125047545,True,False,False,False,False,True
192F,BANGRES07DEL03,34,4.1,38,4.648417563481357,True,False,False,False,True,False
C2D,COIMBRES07DEL02,27,4.5,19,3.1100870409573904,False,False,False,False,False,True
DD86,AGRRES06DEL02,33,4.6,21,12.552275755914394,False,False,True,False,True,False
3CF6,CHENRES18DEL02,26,5.0,23,7.74716637421142,False,False,True,False,False,True
BF2B,LUDHRES17DEL03,29,4.6,29,4.3917149634347945,False,False,True,True,False,False
8762,COIMBRES09DEL01,22,4.7,25,6.219597650999593,False,True,False,False,False,True
148E,MUMRES15DEL02,21,4.8,20,12.214333869904944,False,False,False,False,True,False
D0E9,KOLRES19DEL03,30,4.6,25,9.067451684491925,False,False,False,True,False,False
2AFB,SURRES18DEL03,23,4.6,20,4.5541509794301644,True,False,False,False,True,False
AA4F,RANCHIRES01DEL01,39,4.4,32,10.54796136573478,False,False,True,False,True,False
3080,MUMRES05DEL01,38,4.8,44,10.695118633635033,False,False,True,False,True,False
BC00,PUNERES05DEL02,21,4.8,10,3.059183021167897,True,False,False,False,False,True
D70D,AURGRES05DEL02,25,4.8,20,12.1899315420921,False,True,False,False,True,False
7297,VADRES14DEL02,32,4.8,16,19.659120188820907,True,False,False,False,True,False
27F9,VADRES09DEL01,20,4.5,27,1.5690347154047224,False,False,False,False,True,False
2654,PUNERES03DEL02,37,4.3,35,7.647421636955068,False,False,False,False,False,True
C571,KNPRES16DEL02,34,4.6,22,2.980943028401532,False,False,True,False,True,False
3952,BANGRES07DEL03,22,4.6,10,4.648417563481357,True,False,False,True,False,False
9497,RANCHIRES20DEL01,32,4.2,31,6.0280717308551015,True,False,False,False,True,False
1C6B,RANCHIRES02DEL01,22,4.8,17,10.983241696284244,False,False,False,False,True,False
9C9D,PUNERES12DEL02,31,5.0,25,3.059379238509623,False,False,False,False,False,True
AB0F,CHENRES16DEL01,35,4.7,27,10.844399346304733,False,True,False,False,True,False
6EE8,PUNERES12DEL02,21,4.6,39,19.882988848754568,False,True,False,True,False,False
9B6C,VADRES12DEL02,33,4.6,37,20.397442775188328,True,False,False,False,True,False
D863,KOLRES06DEL03,23,4.5,12,13.601196442730592,True,False,False,False,False,True
7E+90,VADRES09DEL03,26,5.0,24,4.707104052532131,False,False,True,False,True,False
D2FF,AGRRES16DEL01,38,4.4,38,10.983241696284244,False,False,False,True,False,False
8A99,MYSRES010DEL03,30,4.7,33,9.308042124629793,False,False,False,False,False,True
C803,BHPRES16DEL03,20,4.6,17,4.52319650346243,True,False,False,False,True,False
B92A,PUNERES12DEL01,33,4.4,26,1.529710385539974,True,False,False,False,True,False
C846,KNPRES20DEL03,21,4.7,28,8.942577038182131,False,False,False,False,False,True
764C,JAPRES08DEL02,28,4.8,30,19.34038661435849,False,False,False,False,False,True
8828,COIMBRES20DEL02,33,4.7,16,3.1099233720447836,True,False,False,False,True,False
DA1D,LUDHRES07DEL02,38,4.9,51,12.552275755914394,False,False,False,False,True,False
524E,CHENRES13DEL02,31,4.8,22,3.098685081097561,False,False,True,False,True,False
1AC9,PUNERES02DEL02,30,4.8,28,12.235472507946834,False,False,False,False,True,False
CD8C,AURGRES18DEL02,26,5.0,17,7.618747499037667,False,False,False,False,False,True
1FBD,RANCHIRES02DEL03,39,4.7,24,4.707104052532131,False,True,False,False,True,False
BE92,SURRES09DEL02,39,4.4,33,19.730013677494053,False,True,False,False,True,False
7073,MYSRES20DEL03,39,4.5,29,9.307756519895385,False,False,False,False,False,True
30A9,MYSRES010DEL01,34,4.7,30,6.205474967025106,False,False,True,False,True,False
D3FD,GOARES05DEL02,20,4.9,16,20.397442775188328,True,False,False,False,False,True
C72F,AURGRES02DEL01,36,4.2,39,10.983241696284244,False,True,False,False,True,False
6E+72,HYDRES15DEL01,39,4.9,29,6.135753835850377,False,True,False,False,True,False
9D3E,JAPRES12DEL02,28,4.7,27,11.90326188571223,False,False,True,False,False,True
4C97,INDORES11DEL02,26,3.7,51,3.0206750082467804,True,False,False,False,True,False
6CD,SURRES07DEL02,26,4.7,31,12.142680239882512,False,False,False,False,True,False
7B10,MYSRES07DEL01,31,3.5,34,10.859198634087068,False,True,False,False,True,False
328C,INDORES08DEL01,38,4.5,30,6.041577354033107,False,True,False,False,False,True
ADF1,MUMRES12DEL03,28,4.6,24,4.580298758903578,True,False,False,False,False,True
E175,KOLRES13DEL02,38,4.9,27,19.643623643701666,True,False,False,False,True,False
8B69,HYDRES19DEL01,30,4.5,40,10.737174994526411,False,False,False,False,False,True
E82,MUMRES16DEL03,35,4.7,27,4.581418791919324,True,False,False,False,False,True
6D6D,BANGRES01DEL02,22,5.0,24,12.396259969898948,False,True,False,False,False,True
D729,KNPRES15DEL02,38,4.8,15,2.9809448604624884,False,False,False,True,False,False
2B73,MYSRES16DEL03,32,4.5,30,9.308114420769895,True,False,False,False,False,True
35F7,RANCHIRES18DEL02,23,4.6,20,12.057276311044914,False,False,False,False,True,False
6BD2,RANCHIRES09DEL03,29,4.9,23,13.564225848679989,False,False,False,False,True,False
1608,JAPRES14DEL01,29,4.7,21,10.416135922112648,False,False,False,False,True,False
11A8,BANGRES08DEL02,34,4.7,29,12.396903135321155,False,True,False,False,False,True
905E,INDORES20DEL01,23,4.7,19,1.510457096407813,False,False,True,True,False,False
2003,RANCHIRES13DEL03,28,4.9,12,4.521501817012095,False,False,False,False,True,False
1.1E+04,CHENRES19DEL02,29,4.7,23,12.395001965045857,False,False,False,False,True,False
79CD,VADRES010DEL02,33,4.8,27,7.562213708875968,False,False,True,False,True,False
A65C,RANCHIRES06DEL01,30,3.9,41,10.550069974190382,False,True,False,False,False,True
24FF,PUNERES010DEL02,20,4.8,20,7.647735476670626,False,False,False,False,False,True
1454,SURRES04DEL01,20,4.8,20,6.071664694616246,True,False,False,False,False,True
E11A,KOCRES13DEL03,32,4.8,26,4.672145766121449,False,False,True,False,True,False
341D,JAPRES14DEL02,31,4.8,15,2.9763252713826858,False,False,True,False,True,False
B9E3,HYDRES06DEL03,38,5.0,19,4.60191950861356,True,False,False,True,False,False
1ABE,MUMRES04DEL02,39,4.5,22,12.211640457623606,False,True,False,False,True,False
5792,BANGRES17DEL01,36,4.8,28,1.549519930459649,True,False,False,False,True,False
C575,AURGRES04DEL02,36,4.9,11,3.0477436248537875,True,False,False,False,False,True
C8DF,BHPRES12DEL02,28,4.8,26,3.1380694073889375,False,False,True,False,False,True
7626,INDORES05DEL01,22,5.0,17,1.5104830030232965,False,True,False,False,True,False
8833,MUMRES03DEL01,21,4.6,15,6.106693540212503,True,False,False,False,False,True
3E+09,MYSRES04DEL03,50,5.0,40,17146.46462221401,True,False,False,True,False,False
63DF,RANCHIRES01DEL01,23,4.9,43,10.54796136573478,True,False,False,False,True,False
46C0,SURRES03DEL01,35,4.7,16,6.071413761024368,False,False,True,True,False,False
21C8,VADRES12DEL03,38,4.8,18,4.707104052532131,False,False,False,False,False,True
1461,BANGRES13DEL03,20,4.4,32,4.648799378421784,False,False,True,False,False,True
8A33,SURRES17DEL01,21,4.9,24,6.072112658892173,False,False,True,False,True,False
DF41,KOLRES07DEL02,31,4.3,37,12.08953394076457,True,False,False,False,True,False
9EB6,BANGRES07DEL03,33,4.6,26,13.94444674257976,False,False,True,False,True,False
71BB,SURRES05DEL02,37,4.7,27,12.142518774381282,True,False,False,False,False,True
4570,JAPRES19DEL02,32,4.7,20,2.976035478042831,False,False,True,False,True,False
B4FF,PUNERES08DEL03,33,5.0,28,4.588831209737107,True,False,False,True,False,False
8F40,INDORES13DEL01,27,4.5,12,1.510393234064176,True,False,False,False,True,False
15C3,MYSRES11DEL02,33,3.5,41,20.166055388214634,False,False,False,False,False,True
18F2,MYSRES04DEL02,23,4.9,10,3.1028662034398127,False,True,False,True,False,False
8CF6,BANGRES11DEL01,25,4.9,15,6.198355147985307,True,False,False,False,False,True
5C60,COIMBRES03DEL01,27,4.7,22,17.10244951726794,False,True,False,False,False,True
C57A,DEHRES05DEL02,37,4.2,45,11.737608544952403,False,False,True,False,True,False
C70D,GOARES04DEL03,28,4.0,36,4.623072761562557,True,False,False,False,True,False
DC92,ALHRES05DEL03,29,4.3,25,8.976398119371364,True,False,False,False,True,False
1373,MYSRES03DEL02,38,4.2,21,3.1029169967959707,False,True,False,False,True,False
9CAD,HYDRES01DEL02,36,3.9,32,12.272430559996877,False,False,False,False,True,False
4103,VADRES17DEL03,25,4.6,32,14.121309628180253,False,True,False,False,True,False
8315,INDORES14DEL03,33,4.6,26,13.5910004722385,False,False,True,False,True,False
AD3B,JAPRES18DEL03,22,4.8,10,4.463962781432896,False,False,False,False,False,True
A655,INDORES05DEL01,31,4.4,47,10.572334612790245,False,False,False,False,True,False
B263,MUMRES12DEL02,35,4.6,27,7.633616445147171,False,False,True,False,True,False
A48F,MUMRES05DEL02,25,4.8,34,19.860706000808854,False,True,False,False,False,True
4FA3,BANGRES19DEL02,35,4.8,30,20.143689599486173,False,True,False,False,True,False
7ABE,RANCHIRES02DEL02,29,2.6,39,12.552275755914394,False,False,True,True,False,False
8652,SURRES010DEL01,36,5.0,25,6.071710271577742,True,False,False,False,True,False
8FB7,MUMRES12DEL01,38,4.4,34,10.68676205978641,True,False,False,False,False,True
7D49,COIMBRES19DEL01,36,4.0,28,1.554902837646469,True,False,False,False,True,False
6594,MYSRES14DEL03,36,4.7,17,4.707104052532131,False,False,True,False,False,True
61B7,SURRES11DEL01,24,4.7,27,6.071959804867507,False,True,False,False,True,False
B5D9,VADRES13DEL03,29,4.8,16,9.074511964797063,False,False,True,False,False,True
BFF5,BHPRES06DEL01,37,4.8,23,1.5079436424686883,True,False,False,False,True,False
13C0,RANCHIRES02DEL01,26,3.7,51,6.276138627413788,False,False,True,False,True,False
7A66,JAPRES15DEL01,22,4.5,27,1.4881753982187615,False,True,False,False,False,True
7F33,VADRES02DEL02,38,3.9,41,12.552275755914394,False,False,False,False,True,False
3312,RANCHIRES01DEL01,34,5.0,29,6.027713334627565,False,False,True,False,True,False
1FFF,SURRES11DEL01,35,4.8,18,6.071959804867507,False,False,False,True,False,False
B448,MUMRES010DEL03,33,4.5,26,4.582909874633315,False,False,True,False,False,True
792,INDORES01DEL01,39,4.8,15,1.5106412690370932,False,True,False,False,False,True
5F8F,CHENRES06DEL02,26,4.6,19,3.098521571402993,True,False,False,False,True,False
93A3,MYSRES01DEL01,35,5.0,26,6.205589948340002,False,True,False,True,False,False
3DB5,INDORES14DEL02,31,3.6,42,12.081089159931416,True,False,False,False,True,False
C264,BHPRES11DEL02,26,4.3,33,19.59924639130214,True,False,False,False,False,True
D920,AURGRES010DEL01,36,4.6,47,16.760432502243678,False,False,True,False,True,False
58C1,PUNERES11DEL01,34,4.9,15,1.5296530898386322,False,True,False,False,False,True
2E+78,BANGRES15DEL03,26,4.9,18,4.648445050172354,True,False,False,False,False,True
6E+24,COIMBRES11DEL01,25,4.3,34,17.103104604488404,False,True,False,False,True,False
308B,CHENRES15DEL02,32,4.3,39,12.394039281844009,False,False,False,False,True,False
8D8D,MUMRES08DEL01,20,4.4,32,10.69100092566136,False,False,True,False,False,True
57DA,RANCHIRES19DEL01,31,4.0,26,1.507432124137038,False,True,False,False,True,False
4C1F,CHENRES02DEL02,34,4.8,40,12.392594903406293,False,False,True,False,True,False
B4EA,MUMRES12DEL03,23,4.6,28,4.580298758903578,True,False,False,False,False,True
83F,MUMRES06DEL02,29,4.6,24,3.0548704390401245,False,True,False,False,True,False
5B4D,MUMRES07DEL03,20,5.0,17,9.163186792917154,False,False,False,False,True,False
1BAC,COIMBRES05DEL02,24,4.6,25,12.438511516634183,False,True,False,True,False,False
6E+42,SURRES010DEL02,35,4.7,17,19.73031348513336,False,False,True,False,False,True
331E,MYSRES14DEL01,21,4.7,22,17.259376716936664,False,False,False,False,True,False
82AC,BANGRES08DEL02,27,4.9,17,12.396903135321155,False,False,True,False,False,True
442,CHENRES16DEL02,15,1.0,25,17928.56279067875,False,False,True,False,False,False
975B,VADRES07DEL02,38,4.6,22,7.845173108613388,False,False,False,False,False,True
D05E,DEHRES16DEL01,38,4.8,19,5.869419781573113,True,False,False,False,False,True
A78C,RANCHIRES16DEL01,29,5.0,25,16.57679995371387,False,False,False,False,False,True
5E3D,INDORES09DEL03,33,4.8,28,4.531317330937983,True,False,False,False,False,True
D018,BHPRES07DEL03,28,4.8,13,4.707104052532131,True,False,False,False,False,True
3ADC,HYDRES07DEL02,31,4.0,43,12.271998208269219,False,False,True,False,True,False
ACBB,PUNERES19DEL01,20,4.8,16,1.5296079435698755,False,False,True,False,False,True
3091,INDORES14DEL02,21,4.9,17,3.0205717457500154,False,False,False,False,True,False
40F1,COIMBRES01DEL01,28,4.7,14,1.5549180943860352,False,False,False,True,False,False
876,PUNERES18DEL01,29,4.6,29,16.821156587990316,False,True,False,False,False,True
C3A6,BHPRES08DEL01,37,4.8,45,16.584575721196316,False,False,True,False,True,False
A6F4,MUMRES09DEL01,27,4.5,22,16.802572110954586,True,False,False,False,True,False
9DED,BANGRES09DEL01,35,4.6,28,6.198357357933919,False,True,False,False,False,True
D6A0,GOARES19DEL02,34,4.8,22,7.845173108613388,False,False,False,True,False,False
7B29,CHENRES12DEL03,35,4.6,27,9.296667943581303,False,False,True,False,True,False
1801,BANGRES15DEL03,20,4.6,29,4.648445050172354,False,False,False,False,True,False
4DE1,MUMRES14DEL01,30,5.0,29,6.107424091719353,False,True,False,False,True,False
3BF4,VADRES17DEL01,26,4.7,21,17.259376716936664,False,True,False,False,True,False
A4FA,INDORES03DEL03,29,4.9,19,4.530928419484682,False,False,True,False,False,True
7.7E+04,VADRES17DEL01,22,4.6,24,6.276138627413788,False,False,False,False,False,True
E1C3,GOARES03DEL03,29,4.8,14,4.62301724595741,True,False,False,False,False,True
2580,MUMRES07DEL02,37,4.2,36,12.217240176909005,True,False,False,False,False,True
3C73,SURRES19DEL01,34,5.0,29,1.5180978782571646,False,True,False,False,True,False
88C,MUMRES17DEL01,29,4.6,20,10.689320527996212,True,False,False,False,True,False
64DE,CHENRES11DEL01,32,4.8,23,10.844094035055107,True,False,False,True,False,False
8EAE,INDORES19DEL02,32,4.9,27,12.081730065273959,False,True,False,False,True,False
DD6D,BHPRES05DEL01,34,4.8,23,6.031833275316977,False,False,False,False,True,False
922E,RANCHIRES19DEL02,36,4.1,40,19.592639027044864,False,True,False,False,True,False
1D45,MUMRES16DEL02,39,4.4,47,12.216260551419467,False,False,True,False,True,False
83F1,HYDRES01DEL01,30,4.6,36,10.73851444225037,False,False,True,False,True,False
1D5C,HYDRES17DEL03,29,4.9,16,9.203577068453198,False,False,False,False,True,False
1F54,INDORES15DEL03,30,3.6,32,13.591068802313822,False,True,False,False,False,True
7E+08,BANGRES20DEL01,35,4.6,33,6.197905447135887,False,False,True,False,False,True
5D93,HYDRES12DEL01,38,4.6,26,6.136227883482838,False,False,False,False,True,False
8053,COIMBRES09DEL02,35,4.8,15,12.438787521229942,False,False,False,False,True,False
B89D,HYDRES05DEL02,21,4.8,12,3.0681593749537246,False,True,False,False,True,False
1BE4,PUNERES06DEL02,21,4.7,30,7.647590705974561,False,False,False,False,False,True
D6C0,KOLRES04DEL03,28,4.3,43,13.600970650855981,False,False,True,True,False,False
AEAA,JAPRES12DEL03,20,5.0,48,13.39091144683634,False,True,False,False,True,False
21CE,INDORES14DEL01,25,4.7,28,1.5103108007659516,False,False,False,False,True,False
D864,AGRRES09DEL02,26,4.9,19,20.397442775188328,True,False,False,False,False,True
20A9,MYSRES02DEL01,31,4.0,37,10.85961357947744,False,True,False,False,False,True
2FF9,COIMBRES18DEL02,30,4.0,38,20.211791494903654,False,True,False,False,False,True
37EB,HYDRES16DEL01,23,4.5,11,10.73767592244511,False,True,False,True,False,False
4.8E+07,RANCHIRES11DEL03,25,4.6,28,4.521743441360153,False,False,True,False,True,False
A7D0,JAPRES19DEL03,22,5.0,14,4.463967267078257,True,False,False,False,True,False
999,CHENRES18DEL02,34,3.8,34,12.39510782317501,False,False,True,False,False,True
C58D,AURGRES15DEL03,28,4.9,21,9.142648135771175,False,False,True,False,True,False
6C5E,HYDRES20DEL03,36,5.0,30,9.202838398831243,False,False,False,False,True,False
3CDA,JAPRES09DEL02,25,4.5,22,7.439726105442683,False,False,False,False,True,False
E015,AGRRES20DEL03,27,4.8,15,8.918959837775597,True,False,False,False,True,False
B0A0,COIMBRES11DEL02,29,4.6,33,12.438927835428666,False,True,False,False,True,False
B8F2,COIMBRES03DEL02,37,4.8,27,3.1097660534862834,False,False,False,False,False,True
AA5C,MYSRES12DEL02,24,4.8,24,20.16747676677057,False,True,False,False,False,True
6E+45,COIMBRES03DEL02,32,4.0,22,7.774224002698605,False,False,False,False,True,False
59D1,SURRES12DEL03,33,4.6,24,4.553679120746385,False,False,False,False,False,True
68CB,JAPRES16DEL01,39,4.7,31,5.953310095151372,False,False,False,False,True,False
